frame,time,motion,luma,centroid_x,centroid_y
179,7.4583,25.1237,31.56,0.557,0.573
180,7.5000,22.2218,27.81,0.591,0.599
181,7.5417,24.2886,29.64,0.649,0.614
182,7.5833,24.3707,34.91,0.677,0.630
183,7.6250,22.6632,40.57,0.685,0.625
184,7.6667,21.4518,40.80,0.680,0.619
185,7.7083,19.8316,41.99,0.671,0.610
186,7.7500,17.8168,41.37,0.657,0.604
187,7.7917,13.6115,39.26,0.629,0.557
188,7.8333,12.9592,39.28,0.654,0.586
189,7.8750,11.1185,40.60,0.651,0.598
190,7.9167,9.4067,42.14,0.653,0.593
191,7.9583,8.1649,43.02,0.678,0.609
192,8.0000,8.2240,42.42,0.683,0.614
193,8.0417,7.9076,40.46,0.676,0.627
194,8.0833,12.2834,39.97,0.607,0.580
195,8.1250,16.5200,38.99,0.519,0.506
196,8.1667,9.5308,37.05,0.454,0.480
197,8.2083,2.1454,36.52,0.503,0.487
198,8.2500,2.1037,36.49,0.424,0.616
199,8.2917,0.1042,36.19,0.528,0.495
200,8.3333,1.5169,36.20,0.490,0.508
201,8.3750,0.1211,35.98,0.477,0.503
202,8.4167,0.0985,36.02,0.495,0.472
203,8.4583,0.0890,36.00,0.540,0.548
204,8.5000,0.1176,36.01,0.538,0.562
205,8.5417,0.1102,35.94,0.539,0.544
206,8.5833,0.0773,35.98,0.546,0.550
207,8.6250,0.0738,35.97,0.534,0.551
208,8.6667,10.2209,35.97,0.271,0.402
209,8.7083,0.4505,43.70,0.342,0.398
210,8.7500,10.1602,43.64,0.270,0.403
211,8.7917,0.1367,35.99,0.521,0.537
212,8.8333,0.4297,36.02,0.456,0.459
213,8.8750,1.5495,35.98,0.495,0.487
214,8.9167,2.8655,36.13,0.482,0.474
215,8.9583,4.4570,36.19,0.495,0.484
216,9.0000,21.6771,36.43,0.628,0.625
217,9.0417,6.0977,42.83,0.407,0.417
218,9.0833,7.7235,43.01,0.415,0.423
219,9.1250,27.1359,43.10,0.609,0.608
220,9.1667,13.6454,36.36,0.563,0.525
221,9.2083,14.2786,35.36,0.595,0.542
222,9.2500,12.7205,34.23,0.615,0.550
223,9.2917,11.5916,33.77,0.621,0.538
224,9.3333,10.8416,33.92,0.606,0.519
225,9.3750,10.1753,34.34,0.594,0.505
226,9.4167,9.6680,34.73,0.588,0.493
227,9.4583,9.3798,35.34,0.576,0.477
228,9.5000,9.9957,36.31,0.586,0.470
229,9.5417,9.7339,36.91,0.591,0.479
230,9.5833,10.4766,38.51,0.588,0.485
231,9.6250,11.4523,40.39,0.596,0.489
232,9.6667,13.1680,43.63,0.586,0.492
233,9.7083,16.6176,48.40,0.587,0.492
234,9.7500,20.1962,55.95,0.558,0.408
235,9.7917,25.4106,63.91,0.565,0.400
236,9.8333,33.2062,68.92,0.563,0.455
237,9.8750,44.8602,67.51,0.580,0.502
238,9.9167,31.8121,53.45,0.574,0.500
239,9.9583,5.6697,28.03,0.505,0.505
240,10.0000,7.4878,29.61,0.507,0.503
241,10.0417,9.0425,31.28,0.511,0.511
242,10.0833,11.9826,32.61,0.522,0.520
243,10.1250,15.6597,35.17,0.536,0.542
244,10.1667,13.7674,35.85,0.542,0.543
245,10.2083,16.7279,36.61,0.519,0.514
246,10.2500,25.2405,47.63,0.515,0.525
247,10.2917,37.3937,61.32,0.505,0.529
248,10.3333,57.5855,73.49,0.498,0.511
249,10.3750,60.4653,60.53,0.516,0.501
250,10.4167,0.0000,0.07,0.500,0.500
251,10.4583,0.0000,0.07,0.500,0.500
252,10.5000,0.0000,0.07,0.500,0.500
253,10.5417,0.0009,0.07,0.159,0.843
254,10.5833,0.0026,0.07,0.161,0.867
255,10.6250,0.0052,0.07,0.149,0.893
