frame,time,motion,luma,centroid_x,centroid_y
187,6.2333,1.2174,102.91,0.463,0.413
188,6.2667,1.4141,103.11,0.523,0.387
189,6.3000,1.9661,102.78,0.487,0.361
190,6.3333,2.0043,102.73,0.478,0.376
191,6.3667,1.0369,103.01,0.445,0.378
192,6.4000,1.0868,103.14,0.542,0.374
193,6.4333,1.5477,103.04,0.494,0.377
194,6.4667,1.3581,102.90,0.488,0.390
195,6.5000,1.2695,103.14,0.483,0.376
196,6.5333,1.2630,103.12,0.500,0.397
197,6.5667,0.8702,103.29,0.444,0.427
198,6.6000,0.7179,103.24,0.552,0.394
199,6.6333,1.0729,103.27,0.491,0.362
200,6.6667,0.9939,103.26,0.484,0.369
201,6.7000,0.7574,103.43,0.461,0.380
202,6.7333,1.0148,103.35,0.518,0.407
203,6.7667,0.5803,103.55,0.614,0.403
204,6.8000,1.1172,103.39,0.541,0.378
205,6.8333,1.1576,103.49,0.541,0.377
206,6.8667,1.1289,103.41,0.549,0.375
207,6.9000,0.2860,103.63,0.510,0.409
208,6.9333,1.0868,103.59,0.563,0.366
209,6.9667,1.1328,103.66,0.542,0.375
210,7.0000,1.0434,103.47,0.528,0.373
211,7.0333,0.8876,103.65,0.561,0.366
212,7.0667,0.6237,103.66,0.542,0.405
213,7.1000,0.5595,103.88,0.632,0.423
214,7.1333,0.8919,103.66,0.650,0.379
215,7.1667,0.7817,103.84,0.661,0.362
216,7.2000,0.4701,103.85,0.629,0.395
217,7.2333,0.6289,104.00,0.676,0.392
218,7.2667,0.3976,103.93,0.643,0.391
219,7.3000,0.6645,103.93,0.647,0.377
220,7.3333,0.6884,103.88,0.607,0.373
221,7.3667,0.7938,103.89,0.547,0.368
222,7.4000,0.6033,103.80,0.488,0.385
223,7.4333,0.4032,104.04,0.626,0.371
224,7.4667,0.7509,103.95,0.567,0.363
225,7.5000,0.7309,104.04,0.537,0.373
226,7.5333,0.5838,103.92,0.479,0.395
227,7.5667,0.6298,104.12,0.572,0.381
228,7.6000,0.4010,104.09,0.615,0.386
229,7.6333,0.8030,104.03,0.538,0.379
230,7.6667,0.8611,103.85,0.494,0.374
231,7.7000,0.5655,104.02,0.471,0.371
232,7.7333,0.6506,104.06,0.524,0.377
233,7.7667,0.5569,104.11,0.557,0.406
234,7.8000,0.9327,103.86,0.476,0.375
235,7.8333,0.8468,103.97,0.462,0.362
236,7.8667,0.8924,103.88,0.477,0.344
237,7.9000,0.3568,104.06,0.572,0.402
238,7.9333,1.0156,103.90,0.511,0.388
239,7.9667,0.9592,104.14,0.508,0.370
240,8.0000,0.9909,104.08,0.502,0.378
241,8.0333,0.7548,104.16,0.494,0.395
242,8.0667,0.8173,104.11,0.496,0.393
243,8.1000,0.4848,104.31,0.577,0.398
244,8.1333,0.9926,104.11,0.501,0.354
245,8.1667,1.0985,104.15,0.495,0.373
246,8.2000,0.9067,104.02,0.521,0.378
247,8.2333,0.2352,104.21,0.603,0.465
248,8.2667,0.8516,104.12,0.568,0.375
249,8.3000,0.9119,104.17,0.566,0.397
250,8.3333,0.9076,104.02,0.592,0.388
251,8.3667,0.8099,104.29,0.638,0.385
252,8.4000,0.5404,104.23,0.632,0.379
253,8.4333,0.6033,104.37,0.614,0.443
254,8.4667,1.0043,104.05,0.622,0.391
255,8.5000,0.9852,104.39,0.637,0.429
256,8.5333,0.8633,104.36,0.642,0.388
257,8.5667,0.7986,104.50,0.589,0.416
258,8.6000,0.8997,104.28,0.593,0.441
259,8.6333,1.0182,104.41,0.637,0.428
260,8.6667,1.3928,104.34,0.609,0.402
261,8.7000,1.2704,104.55,0.611,0.455
262,8.7333,0.8307,104.30,0.615,0.406
263,8.7667,0.8138,104.57,0.598,0.422
264,8.8000,1.0742,104.45,0.631,0.447
265,8.8333,0.8889,104.53,0.618,0.451
266,8.8667,6.7721,104.27,0.434,0.363
267,8.9000,2.1593,103.97,0.585,0.405
268,8.9333,0.9319,103.28,0.536,0.420
269,8.9667,1.2322,103.00,0.547,0.431
270,9.0000,1.1024,102.82,0.536,0.422
271,9.0333,0.8911,103.14,0.562,0.457
272,9.0667,1.0712,103.02,0.555,0.467
273,9.1000,1.4440,103.10,0.554,0.451
274,9.1333,1.6510,102.93,0.563,0.421
275,9.1667,2.3550,103.35,0.584,0.421
276,9.2000,2.5586,103.18,0.585,0.408
277,9.2333,3.1845,103.54,0.553,0.391
278,9.2667,3.5938,103.21,0.557,0.379
279,9.3000,5.3624,103.85,0.531,0.390
280,9.3333,4.9045,103.80,0.543,0.408
281,9.3667,3.0000,103.69,0.519,0.440
